"dest","date","rtt"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
"*","Thu Dec 03 2020 11:23:52 GMT+0330 (Iran Standard Time)","unknown"
